Season,Season type,Referee,Games,Total fouls,Shooting,Personal,Loose ball,Personal take,Offensive charge,Offensive,Kicked ball,Technical,Defensive goaltending,Shooting block,Defensive 3 seconds,Delay of game,Personal block,Flagrant 1,Away from play,Double technical,Clear path,Double personal,Inbound foul,Delay technical,Lane violation,Jump ball violation,Flagrant 2,Hanging technical,Unsportsmanlike technical,Taunting technical,Excess timeout technical,Double lane,Too many players technical
2018-19,Regular Season,Kane Fitzgerald,64,988,413,332,80,20,30,8,15,33,20,0,7,14,0,3,3,3,1,2,0,2,0,0,1,0,1,0,0,0,0
2018-19,Regular Season,Karl Lane,64,999,406,394,59,34,34,13,11,13,9,0,9,8,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Ken Mauer,59,860,426,284,37,30,21,8,14,8,7,0,7,11,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Kevin Cutler,56,677,299,246,30,36,22,0,8,11,5,0,4,7,0,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Kevin Scott,60,869,392,294,59,28,24,5,21,13,11,0,2,6,0,4,5,1,2,0,0,1,0,0,1,0,0,0,0,0,0
2018-19,Regular Season,Leon Wood,53,769,342,263,64,20,22,11,16,0,6,0,10,7,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Leroy Richardson,52,701,341,235,36,21,12,1,22,8,6,0,6,9,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Marat Kogut,64,893,382,343,39,27,32,8,14,24,8,0,3,4,0,0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0
2018-19,Regular Season,Marc Davis,63,891,434,302,32,24,11,3,20,15,16,0,9,11,0,2,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2018-19,Regular Season,Mark Ayotte,64,933,388,372,55,23,25,3,21,12,7,0,12,7,0,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0
2018-19,Regular Season,Mark Lindsay,63,848,363,323,26,35,20,5,17,5,6,0,34,6,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Matt Boland,59,892,400,278,79,21,35,3,21,15,14,0,9,7,0,3,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Matt Myers,33,446,198,181,25,7,12,3,5,3,6,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Michael Smith,56,911,419,331,46,22,24,17,10,4,10,0,15,3,0,0,3,2,1,0,0,1,0,1,0,2,0,0,0,0,0
2018-19,Regular Season,Mike Callahan,59,801,410,246,44,25,14,5,17,10,11,0,4,4,0,3,0,3,1,0,0,0,1,2,0,0,1,0,0,0,0
2018-19,Regular Season,Mitchell Ervin,58,872,376,324,54,30,20,5,16,8,9,0,6,8,0,4,8,0,2,0,0,0,0,0,1,1,0,0,0,0,0
2018-19,Regular Season,Mousa Dagher,33,440,216,152,19,21,11,4,5,2,5,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Natalie Sago,31,370,194,94,21,19,10,4,9,13,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Nate Green,9,93,41,33,7,4,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Nick Buchert,64,910,405,328,73,19,15,8,12,19,4,0,10,9,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Pat Fraher,65,888,442,289,47,26,23,12,14,9,2,0,10,8,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Phenizee Ransom,32,376,154,153,26,17,7,2,7,2,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Ray Acosta,58,835,440,261,40,19,22,7,15,20,3,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Rodney Mott,64,947,355,365,76,28,29,13,22,17,11,0,16,4,0,3,2,0,3,0,0,0,0,0,1,2,0,0,0,0,0
2018-19,Regular Season,Ron Garretson,60,729,336,237,46,35,19,0,11,13,11,0,15,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Scott Foster,64,981,435,324,56,29,29,23,20,23,16,0,3,8,0,4,2,3,3,0,0,1,0,0,0,1,0,0,0,0,1
2018-19,Regular Season,Scott Twardoski,64,849,419,286,49,28,12,6,17,13,6,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Scott Wall,56,814,400,259,47,19,28,12,24,6,11,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Sean Corbin,21,325,141,124,14,10,8,10,3,5,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Sean Wright,64,1101,527,385,53,23,29,10,20,17,7,0,3,10,0,4,4,5,1,0,0,2,0,0,1,0,0,0,0,0,0
2018-19,Regular Season,Tom Washington,60,807,389,278,32,29,21,11,10,6,14,0,7,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Tony Brothers,63,1095,462,405,54,28,32,6,29,24,17,0,11,13,0,4,1,4,2,0,0,0,0,0,1,1,1,0,0,0,0
2018-19,Regular Season,Tony Brown,62,974,447,341,63,25,17,10,23,11,8,0,12,9,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Tre Maddox,60,796,382,245,60,35,20,8,13,12,10,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Tyler Ford,64,1008,465,350,66,20,22,8,9,32,7,0,11,10,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0
2018-19,Regular Season,Zach Zarba,63,903,381,322,65,34,22,11,20,20,11,0,6,5,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Aaron Smith,47,567,267,179,32,24,18,5,11,12,7,0,3,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Andy Nagy,13,137,64,45,7,6,3,2,2,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ashley Moyer-Gleich,30,352,183,110,15,13,11,3,6,4,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ben Taylor,56,849,339,320,79,29,16,6,16,19,4,0,7,5,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Bennie Adams,2,26,7,9,5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Bill Kennedy,32,415,199,132,26,13,9,2,6,8,5,0,9,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Bill Spooner,3,28,14,6,2,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brandon Adair,36,364,174,130,16,19,9,1,4,2,4,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brent Barnaky,54,663,354,199,29,25,25,2,9,3,6,0,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brett Nansel,30,443,232,139,18,16,12,6,3,2,5,0,1,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brian Forte,56,733,363,229,32,17,25,12,10,21,2,0,4,10,0,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,C.J. Washington,36,560,284,159,39,24,12,7,7,12,3,0,4,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Courtney Kirkland,52,776,358,247,65,24,24,11,18,7,6,0,6,4,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Curtis Blair,53,697,339,235,40,19,28,6,7,9,4,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,David Guthrie,53,826,356,288,30,31,21,5,16,28,15,0,10,16,0,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-20,Regular Season,Dedric Taylor,55,772,380,242,42,38,21,3,12,16,5,0,1,8,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Derek Richardson,39,508,218,198,28,14,16,3,2,4,4,0,11,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Derrick Collins,56,712,335,236,41,30,15,4,18,10,5,0,9,4,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ed Malloy,53,702,346,226,23,28,24,1,18,13,10,0,2,4,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-20,Regular Season,Eric Dalen,44,564,331,147,16,15,14,2,10,4,8,0,3,7,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Eric Lewis,54,807,341,309,46,24,19,4,14,22,12,0,2,4,0,2,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0
2019-20,Regular Season,Evan Scott,29,349,176,92,25,10,11,4,9,14,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,Gediminas Petraitis,56,725,325,234,44,31,19,5,17,22,11,0,3,8,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0
2019-20,Regular Season,Haywoode Workman,14,182,86,58,11,7,5,1,2,3,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,J.B. DeRosa,49,569,250,199,26,31,17,2,19,9,4,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,J.T. Orr,53,726,310,228,57,25,30,8,19,13,10,0,12,5,0,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Jacyn Goble,48,666,317,219,35,23,26,4,10,17,4,0,0,4,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,James Capers Jr.,51,719,333,245,49,23,22,4,13,10,4,0,4,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,James Williams,57,822,370,251,58,25,23,6,17,27,13,0,12,10,0,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Jason Goldenberg,35,448,220,132,25,20,18,1,3,10,6,0,7,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Jenna Schroeder,27,353,203,80,12,12,12,2,12,10,1,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,John Butler,30,331,161,99,17,21,10,0,10,4,2,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,John Conley,8,88,39,30,7,1,1,0,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,John Goble,55,809,344,317,49,23,16,5,13,11,7,0,6,10,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Jonathan Sterling,40,486,220,161,26,12,17,10,10,7,5,0,7,6,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Josh Tiven,56,799,403,223,38,23,22,6,19,30,13,0,5,7,0,1,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,Justin Van Duyne,42,583,265,181,46,27,19,6,13,8,4,0,7,2,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,Kane Fitzgerald,55,886,387,288,73,20,24,4,14,21,13,0,9,17,0,3,6,3,2,0,0,2,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Karl Lane,56,720,307,266,34,34,23,6,10,8,7,0,12,8,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ken Mauer,46,677,324,202,39,29,20,3,10,16,9,0,2,6,0,5,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0
2019-20,Regular Season,Kevin Cutler,56,665,325,210,37,29,18,2,15,7,8,0,3,5,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Kevin Scott,54,806,344,298,49,35,22,3,10,14,9,0,2,6,0,4,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,263,147,83,6,5,8,2,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Leon Wood,45,641,308,200,42,25,17,7,9,6,9,0,9,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Leroy Richardson,34,474,224,168,24,14,14,3,5,2,8,0,5,1,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Marat Kogut,53,783,361,270,38,36,22,7,14,10,8,0,6,3,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Marc Davis,51,752,360,227,30,23,24,5,22,21,11,0,4,9,0,3,4,0,3,0,0,4,0,0,0,1,1,0,0,0,0
2019-20,Regular Season,Mark Ayotte,52,774,392,244,33,26,24,1,17,9,7,0,4,7,0,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,Mark Lindsay,52,855,384,302,40,20,26,3,21,15,9,0,21,10,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Matt Boland,43,560,264,175,47,18,16,2,12,7,4,0,5,3,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-20,Regular Season,Matt Myers,29,361,166,128,21,15,11,2,7,1,3,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Michael Smith,50,885,387,312,43,27,28,5,11,12,8,0,24,14,0,4,3,2,0,2,0,1,0,1,0,1,0,0,0,0,0
2019-20,Regular Season,Mitchell Ervin,54,814,400,257,66,20,13,4,22,10,8,0,2,5,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,Mousa Dagher,32,467,187,172,29,25,21,0,6,10,8,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Natalie Sago,32,388,216,104,17,15,13,2,3,11,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Nate Green,27,342,174,101,15,14,8,6,5,10,2,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Nick Buchert,55,853,354,308,55,25,24,14,19,14,7,0,11,9,0,4,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Pat Fraher,53,750,403,203,27,18,16,10,14,25,5,0,5,12,0,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Phenizee Ransom,29,329,163,115,9,13,11,5,6,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019-20,Regular Season,Ray Acosta,49,718,364,230,45,16,18,5,12,14,4,0,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Rodney Mott,48,681,278,223,66,25,27,11,13,4,9,0,7,7,0,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Scott Foster,53,845,388,249,57,38,30,9,17,13,17,0,7,11,0,1,1,0,1,0,0,2,1,1,0,0,1,0,1,0,0
2019-20,Regular Season,Scott Twardoski,53,726,333,250,44,32,18,2,16,13,8,0,1,5,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Scott Wall,42,637,314,206,37,16,16,5,17,12,8,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Sean Corbin,53,814,398,275,20,32,16,15,7,6,18,0,5,11,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Sean Wright,51,811,369,272,47,29,26,9,14,9,14,0,7,4,0,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Simone Jelks,16,177,83,71,8,3,1,1,6,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Suyash Mehta,13,119,49,45,5,6,5,0,1,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Tom Washington,47,592,284,217,18,17,12,6,10,7,3,0,4,5,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Tony Brothers,54,744,357,210,47,27,28,6,11,15,7,0,15,13,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-20,Regular Season,Tony Brown,54,858,350,333,48,25,22,3,18,15,10,0,9,13,0,2,3,4,0,1,0,1,0,0,0,0,1,0,0,0,0
2019-20,Regular Season,Tre Maddox,54,765,346,258,45,20,27,7,21,18,3,0,4,10,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Tyler Ford,55,858,390,311,48,25,23,3,11,19,9,0,9,5,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Zach Zarba,52,772,359,237,56,38,24,7,13,14,6,0,4,3,0,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Ben Taylor,4,70,31,23,4,4,1,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Bill Kennedy,9,124,60,39,11,0,5,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Brian Forte,2,25,14,6,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Courtney Kirkland,7,108,42,36,16,5,0,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Curtis Blair,5,64,35,22,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,David Guthrie,12,183,81,60,8,10,10,1,4,3,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Dedric Taylor,2,26,10,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Derrick Collins,3,41,23,12,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Ed Malloy,5,77,38,27,4,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Eric Lewis,13,196,72,72,8,14,9,0,5,6,2,0,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Gediminas Petraitis,2,22,9,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,James Capers Jr.,15,209,79,74,21,6,12,0,8,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-20,Playoffs,James Williams,6,93,47,26,4,2,2,2,3,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,John Goble,12,191,71,79,12,5,5,3,5,6,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Josh Tiven,12,155,88,34,13,1,7,1,4,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Kane Fitzgerald,14,214,87,74,14,10,8,2,4,6,4,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Kevin Cutler,2,33,17,10,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Kevin Scott,10,130,59,42,7,4,6,1,2,2,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Playoffs,Leon Wood,2,32,13,12,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Marc Davis,15,210,104,63,11,4,10,0,3,3,4,0,0,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Mark Ayotte,2,30,13,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Michael Smith,2,22,11,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Pat Fraher,10,118,72,26,4,3,4,0,4,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Rodney Mott,7,112,47,40,11,2,4,0,1,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Scott Foster,14,221,111,60,15,11,7,5,2,1,3,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-20,Playoffs,Sean Corbin,6,79,37,28,2,6,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Sean Wright,8,137,65,47,8,2,4,1,3,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Tony Brothers,13,171,72,54,10,7,11,1,4,1,2,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Tony Brown,10,159,75,51,10,4,4,1,8,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Tre Maddox,8,109,57,26,8,2,4,3,2,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Tyler Ford,5,74,38,23,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Playoffs,Zach Zarba,12,174,81,57,15,5,9,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
